date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:14	169/169	---MCZ	200	added ('OK')	text/plain	date:Thu,%2001%20Jun%202023%2010:58:13%20GMT	https://clear2close.us/robots.txt		(from )
16:28:14	234114/234114	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:14%20GMT	https://clear2close.us/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/index.html	(from )
16:28:15	146/146	---M--	403	error ('Forbidden')	text/html	date:Thu,%2001%20Jun%202023%2010:58:14%20GMT	https://clear2close.us/xmlrpc.php	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/xmlrpc.php	(from https://clear2close.us/)
16:28:15	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2263031ef6-24d3%22	https://clear2close.us/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://clear2close.us/)
16:28:18	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263031ef7-862e%22	http://clear2close.us/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	(from https://clear2close.us/)
16:28:20	92564/92564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263031ef7-16994%22	http://clear2close.us/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://clear2close.us/)
16:28:20	180268/180268	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22cdfac7a2061714c6fd7630958990d35e%22	https://clear2close.us/feed/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/feed/index.html	(from https://clear2close.us/)
16:28:21	479778/479778	---MCZ	200	added ('OK')	text/css	etag:W/%229ef23cd6b44244d8f533195051d73081%22	https://hb.wpmucdn.com/clear2close.us/3521ae79-2b20-4fa4-9377-9ae6d550b43e.css	C:/Users/shrue/OneDrive/Documents/c2c/hb.wpmucdn.com/clear2close.us/3521ae79-2b20-4fa4-9377-9ae6d550b43e.css	(from https://clear2close.us/)
16:28:21	785/785	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22cdfac7a2061714c6fd7630958990d35e%22	https://clear2close.us/comments/feed/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/comments/feed/index.html	(from https://clear2close.us/)
16:28:21	91248/91248	---MCZ	200	added ('OK')	text/css	etag:W/%2264772bbdb06c1256d5c3976d8a8f8cbe%22	https://hb.wpmucdn.com/clear2close.us/cc5470f0-8376-433a-a9b2-e6e7c4c919e1.css	C:/Users/shrue/OneDrive/Documents/c2c/hb.wpmucdn.com/clear2close.us/cc5470f0-8376-433a-a9b2-e6e7c4c919e1.css	(from https://clear2close.us/)
16:28:21	199820/199820	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Jun%202023%2010:58:21%20GMT	https://clear2close.us/wp-json/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-json/index.html	(from https://clear2close.us/)
16:28:21	56518/56518	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Jun%202023%2010:58:21%20GMT	https://clear2close.us/wp-json/wp/v2/pages/50475	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-json/wp/v2/pages/50475.json	(from https://clear2close.us/)
16:28:22	146/146	---M--	403	error ('Forbidden')	text/html	date:Thu,%2001%20Jun%202023%2010:58:21%20GMT	https://clear2close.us/xmlrpc.php?rsd	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/xmlrpc0db0.php	(from https://clear2close.us/)
16:28:22	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://clear2close.us/wp-includes/wlwmanifest.xml	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-includes/wlwmanifest.xml	(from https://clear2close.us/)
16:28:22	2373/2373	---MCZ	200	added ('OK')	application/json	date:Thu,%2001%20Jun%202023%2010:58:22%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2F	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-json/oembed/1.0/embed55c4.json	(from https://clear2close.us/)
16:28:23	2448/2448	---MCZ	200	added ('OK')	text/xml	date:Thu,%2001%20Jun%202023%2010:58:23%20GMT	https://clear2close.us/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclear2close.us%2F&format=xml	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-json/oembed/1.0/embed545a	(from https://clear2close.us/)
16:28:23	793/793	---M--	200	added ('OK')	image/png	etag:%2263036462-319%22	https://clear2close.us/wp-content/uploads/2022/08/fav.png	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/uploads/2022/08/fav.png	(from https://clear2close.us/)
16:28:23	2528/2528	---MCZ	200	added ('OK')	text/css	etag:W/%22645d1eb7-9e0%22	https://clear2close.us/wp-content/et-cache/50475/et-core-unified-50475.min.css?ver=1683824311	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/et-cache/50475/et-core-unified-50475.min74f1.css	(from https://clear2close.us/)
16:28:24	17267/17267	---MCZ	200	added ('OK')	text/css	etag:W/%22645d1eb7-4373%22	https://clear2close.us/wp-content/et-cache/50475/et-core-unified-tb-50327-deferred-50475.min.css?ver=1683824311	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/et-cache/50475/et-core-unified-tb-50327-deferred-50475.min74f1.css	(from https://clear2close.us/)
16:28:24	1821/1821	---M--	200	added ('OK')	image/png	etag:%22630e71bd-71d%22	https://clear2close.us/wp-content/uploads/2022/08/logo.png	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/uploads/2022/08/logo.png	(from https://clear2close.us/)
16:28:25	15733/15733	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:24%20GMT	https://clear2close.us/payment/make-a-payment.php	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/payment/make-a-payment.html	(from https://clear2close.us/)
16:28:27	192433/192433	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:24%20GMT	https://clear2close.us/title-escrow/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/title-escrow/index.html	(from https://clear2close.us/)
16:28:27	230365/230365	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:26%20GMT	https://clear2close.us/texas-endorsement-explained/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/texas-endorsement-explained/index.html	(from https://clear2close.us/)
16:28:28	187796/187796	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:26%20GMT	https://clear2close.us/survey-deletion-coverage/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/survey-deletion-coverage/index.html	(from https://clear2close.us/)
16:28:28	53440/53440	---M--	200	added ('OK')	image/jpeg	etag:%2263034710-d0c0%22	https://clear2close.us/wp-content/uploads/2022/08/appraisal-image-01.jpg	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/wp-content/uploads/2022/08/appraisal-image-01.jpg	(from https://clear2close.us/)
16:28:29	191195/191195	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:27%20GMT	https://clear2close.us/appraisal/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/appraisal/index.html	(from https://clear2close.us/)
16:28:29	188675/188675	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2010:58:28%20GMT	https://clear2close.us/appraisal-facts/	C:/Users/shrue/OneDrive/Documents/c2c/clear2close.us/appraisal-facts/index.html	(from https://clear2close.us/)
